"Signal","Type","DataType","Deprecated","Unit","Min","Max","Desc","Comment","Allowed","Id"
"Vehicle.Cabin.SeatPosCount","attribute","uint8[]","","","","","Number of seats across each row from the front to the rear.","Default value corresponds to two seats in front row and 3 seats in second row.","","8dd40ecd47ab51c79ed9c74ae4296d7e"
"Vehicle.Cabin.Convertible","branch","","","","","","Convertible roof.","","","2aece85d39d6569e93cf842387a645d9"
"Vehicle.Cabin.Convertible.Status","sensor","string","","","","","Roof status on convertible vehicles.","","['UNDEFINED', 'CLOSED', 'OPEN', 'CLOSING', 'OPENING', 'STALLED']","c8812698198a56d7a1adcc8bbe87845f"
"Vehicle.ADAS","branch","","","","","","All Advanced Driver Assist Systems data.","","","14c2b2e1297b513197d320a5ce58f42e"
"Vehicle.ADAS.ActiveAutonomyLevel","sensor","string","","","","","Indicates the currently active level of autonomy according to SAE J3016 taxonomy.","Follows https://www.sae.org/news/2019/01/sae-updates-j3016-automated-driving-graphic taxonomy. For SAE levels 3 and 4 the system is required to alert the driver before it will disengage. Level 4 systems are required to reach a safe state even if a driver does not take over. Only level 5 systems are required to not rely on a driver at all. While level 2 systems require the driver to be monitoring the system at all times, many level 2 systems, often termed ""level 2.5"" systems, do warn the driver shortly before reaching their operational limits, therefore we also support the DISENGAGING state for SAE_2.","['SAE_0', 'SAE_1', 'SAE_2_DISENGAGING', 'SAE_2', 'SAE_3_DISENGAGING', 'SAE_3', 'SAE_4_DISENGAGING', 'SAE_4', 'SAE_5']","b101c6928fc55948b1cc485e568ecd8d"
"Vehicle.ADAS.SupportedAutonomyLevel","attribute","string","","","","","Indicates the highest level of autonomy according to SAE J3016 taxonomy the vehicle is capable of.","","['SAE_0', 'SAE_1', 'SAE_2', 'SAE_3', 'SAE_4', 'SAE_5']","020410189ab4517cb85ceda268b40f51"
"Vehicle.ADAS.CruiseControl","branch","","","","","","Signals from Cruise Control system.","","","c4d751cf74f9576dbba3cc820991c1fb"
"Vehicle.ADAS.CruiseControl.IsEnabled","actuator","boolean","","","","","Indicates if cruise control system is enabled (e.g. ready to receive configurations and settings) True = Enabled. False = Disabled.","","","018417f6c8535315895d0f54d209035a"
"Vehicle.ADAS.CruiseControl.IsActive","actuator","boolean","","","","","Indicates if cruise control system is active (i.e. actively controls speed). True = Active. False = Inactive.","","","78ab5ce923dc5aa1a6622bcb948e1561"
"Vehicle.ADAS.CruiseControl.SpeedSet","actuator","float","","km/h","","","Set cruise control speed in kilometers per hour.","","","b3f3a53ccd825e4da5cb1226f94dc005"
"Vehicle.ADAS.CruiseControl.IsError","sensor","boolean","","","","","Indicates if cruise control system incurred an error condition. True = Error. False = No Error.","","","22923d4a36bc5192a08e40fe9e5ed458"
"Vehicle.ADAS.LaneDepartureDetection","branch","","","","","","Signals from Lane Departure Detection System.","","","e45f33fdcf245f11981b2f201ee8281a"
"Vehicle.ADAS.LaneDepartureDetection.IsEnabled","actuator","boolean","","","","","Indicates if lane departure detection system is enabled. True = Enabled. False = Disabled.","","","c099ae97260f5c418977cd14631e95be"
"Vehicle.ADAS.LaneDepartureDetection.IsWarning","sensor","boolean","","","","","Indicates if lane departure detection registered a lane departure.","","","c32fcd1d56035cb08acfd380be224c6a"
"Vehicle.ADAS.LaneDepartureDetection.IsError","sensor","boolean","","","","","Indicates if lane departure system incurred an error condition. True = Error. False = No Error.","","","73b2fc4f6a4952e4b7886671450e7798"
"Vehicle.ADAS.ObstacleDetection","branch","","","","","","Signals form Obstacle Sensor System.","","","e7b6d81631cc5ac584d027d4c1a66cb5"
"Vehicle.ADAS.ObstacleDetection.IsEnabled","actuator","boolean","","","","","Indicates if obstacle sensor system is enabled (i.e. monitoring for obstacles). True = Enabled. False = Disabled.","","","cc0cd497285e5034a1cccb25f02e9db9"
"Vehicle.ADAS.ObstacleDetection.IsWarning","sensor","boolean","","","","","Indicates if obstacle sensor system registered an obstacle.","","","b0b1eab51f135ffcb2a17a7603415fec"
"Vehicle.ADAS.ObstacleDetection.IsError","sensor","boolean","","","","","Indicates if obstacle sensor system incurred an error condition. True = Error. False = No Error.","","","368b74e2468d5217925a478ed6e34f9f"
"Vehicle.ADAS.ABS","branch","","","","","","Antilock Braking System signals.","","","219270ef27c4531f874bbda63743b330"
"Vehicle.ADAS.ABS.IsEnabled","actuator","boolean","","","","","Indicates if ABS is enabled. True = Enabled. False = Disabled.","","","cad374fbfdc65df9b777508f04d5b073"
"Vehicle.ADAS.ABS.IsError","sensor","boolean","","","","","Indicates if ABS incurred an error condition. True = Error. False = No Error.","","","13cfabb3122254128234f9a696f14678"
"Vehicle.ADAS.ABS.IsEngaged","sensor","boolean","","","","","Indicates if ABS is currently regulating brake pressure. True = Engaged. False = Not Engaged.","","","6dd21979a2225e31940dc2ece1aa9a04"
"Vehicle.ADAS.TCS","branch","","","","","","Traction Control System signals.","","","0572e9f6b1aa5fb5b2f68086aff05073"
"Vehicle.ADAS.TCS.IsEnabled","actuator","boolean","","","","","Indicates if TCS is enabled. True = Enabled. False = Disabled.","","","1d2dda19b11758a19ba7c1d5cd2d7956"
"Vehicle.ADAS.TCS.IsError","sensor","boolean","","","","","Indicates if TCS incurred an error condition. True = Error. False = No Error.","","","08f88723ba63558b8c804b8fe8e3f149"
"Vehicle.ADAS.TCS.IsEngaged","sensor","boolean","","","","","Indicates if TCS is currently regulating traction. True = Engaged. False = Not Engaged.","","","b33d70009ad5589fbffe17fa7e827242"
"Vehicle.ADAS.ESC","branch","","","","","","Electronic Stability Control System signals.","","","636b4586ce7854b4b270a2f3b6c0af4f"
"Vehicle.ADAS.ESC.IsEnabled","actuator","boolean","","","","","Indicates if ESC is enabled. True = Enabled. False = Disabled.","","","3f4f39b8d8c05c97a6de685282ba74b7"
"Vehicle.ADAS.ESC.IsError","sensor","boolean","","","","","Indicates if ESC incurred an error condition. True = Error. False = No Error.","","","6c237535654b5bc7a70f6a70c760b9d4"
"Vehicle.ADAS.ESC.IsEngaged","sensor","boolean","","","","","Indicates if ESC is currently regulating vehicle stability. True = Engaged. False = Not Engaged.","","","2088953a28385353a9d46b3a3dc11cac"
"Vehicle.ADAS.ESC.IsStrongCrossWindDetected","sensor","boolean","","","","","Indicates if the ESC system is detecting strong cross winds. True = Strong cross winds detected. False = No strong cross winds detected.","","","ebfd609531345c37914b89e553df80cb"
"Vehicle.ADAS.ESC.RoadFriction","branch","","","","","","Road friction values reported by the ESC system.","","","71a32e4eb131532c82195508d93807ed"
"Vehicle.ADAS.ESC.RoadFriction.MostProbable","sensor","float","","percent","0","100","Most probable road friction, as calculated by the ESC system. Exact meaning of most probable is implementation specific. 0 = no friction, 100 = maximum friction.","","","b0eb72430cd95bfbba0d187fcb6e2a62"
"Vehicle.ADAS.ESC.RoadFriction.LowerBound","sensor","float","","percent","0","100","Lower bound road friction, as calculated by the ESC system. 5% possibility that road friction is below this value. 0 = no friction, 100 = maximum friction.","","","634289f58b5d511ea9979f04a9d0f2ab"
"Vehicle.ADAS.ESC.RoadFriction.UpperBound","sensor","float","","percent","0","100","Upper bound road friction, as calculated by the ESC system. 95% possibility that road friction is below this value. 0 = no friction, 100 = maximum friction.","","","ad0415a799575fcd8d1f49bed9a2baeb"
"Vehicle.ADAS.EBD","branch","","","","","","Electronic Brakeforce Distribution (EBD) System signals.","","","3f4c74a588735b10ac9fe918d305cd5a"
"Vehicle.ADAS.EBD.IsEnabled","actuator","boolean","","","","","Indicates if EBD is enabled. True = Enabled. False = Disabled.","","","30f88d3e68575b67853b14ce5f7a08e5"
"Vehicle.ADAS.EBD.IsError","sensor","boolean","","","","","Indicates if EBD incurred an error condition. True = Error. False = No Error.","","","918157073be95015ae38913cd7a9796a"
"Vehicle.ADAS.EBD.IsEngaged","sensor","boolean","","","","","Indicates if EBD is currently regulating vehicle brakeforce distribution. True = Engaged. False = Not Engaged.","","","67aa2a598f635edda6eb944af99b06db"
"Vehicle.ADAS.EBA","branch","","","","","","Emergency Brake Assist (EBA) System signals.","","","51ec0930d0af5b91b84a0775c6e87a97"
"Vehicle.ADAS.EBA.IsEnabled","actuator","boolean","","","","","Indicates if EBA is enabled. True = Enabled. False = Disabled.","","","3ae9171b69555fb08855054ab38e9b17"
"Vehicle.ADAS.EBA.IsError","sensor","boolean","","","","","Indicates if EBA incurred an error condition. True = Error. False = No Error.","","","bae0fe856398502ba4a09283867c6c81"
"Vehicle.ADAS.EBA.IsEngaged","sensor","boolean","","","","","Indicates if EBA is currently regulating brake pressure. True = Engaged. False = Not Engaged.","","","86360c44ead354d18af7ff14176151f6"
"Vehicle.Chassis","branch","","","","","","All data concerning steering, suspension, wheels, and brakes.","","","87d260d635425da0a4ebd62bc4e5c313"
"Vehicle.Chassis.Wheelbase","attribute","uint16","","mm","","","Overall wheel base, in mm.","","","11677e0433935dc7aa9c1806c96a8a6b"
"Vehicle.Chassis.Track","attribute","uint16","","mm","","","Overall wheel tracking, in mm.","","","f66cc4e6d7cf5e1da0d58af902dbb36b"
"Vehicle.Chassis.Axle","branch","","","","","","Axle signals","","","0a3ebde7efa85c04ac6c29b5676fec5d"
"Vehicle.Chassis.Axle.Row1","branch","","","","","","Axle signals","","","d7e93a94af0752aaab36819f6be4f67a"
"Vehicle.Chassis.Axle.Row1.WheelCount","attribute","uint8","","","","","Number of wheels on the axle","","","7232effafb7d5c908a9bafe1cef2ff3e"
"Vehicle.Chassis.Axle.Row1.WheelDiameter","attribute","float","","inch","","","Diameter of wheels (rims without tires), in inches, as per ETRTO / TRA standard.","","","60d4b948ae8a5485bd77c45e1f648c13"
"Vehicle.Chassis.Axle.Row1.WheelWidth","attribute","float","","inch","","","Width of wheels (rims without tires), in inches, as per ETRTO / TRA standard.","","","5b92bdab1e035ff4ba000330e20f826b"
"Vehicle.Chassis.Axle.Row1.TireDiameter","attribute","float","","inch","","","Outer diameter of tires, in inches, as per ETRTO / TRA standard.","","","ed9f037c1b5d53c78c90b71179db1f4f"
"Vehicle.Chassis.Axle.Row1.TireWidth","attribute","uint16","","mm","","","Nominal section width of tires, in mm, as per ETRTO / TRA standard.","","","3444d8773c215cd7a076d688eb7f1afc"
"Vehicle.Chassis.Axle.Row1.TireAspectRatio","attribute","uint8","","percent","","","Aspect ratio between tire section height and tire section width, as per ETRTO / TRA standard.","","","716fec24167e5c36b2b97daaf091f911"
"Vehicle.Chassis.Axle.Row1.Wheel","branch","","","","","","Wheel signals for axle","","","8ed02c02eee0502ba6d94a5d5f1fb789"
"Vehicle.Chassis.Axle.Row1.Wheel.Left","branch","","","","","","Wheel signals for axle","","","0cd478c6e72b55c6be6d3d9df9624545"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Brake","branch","","","","","","Brake signals for wheel","","","162dab13d5815ec4bc22888b0bc59cbf"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Brake.FluidLevel","sensor","uint8","","percent","","100","Brake fluid level as percent. 0 = Empty. 100 = Full.","","","63aa9c4973ef50b18bd7214c9f2634c5"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Brake.IsFluidLevelLow","sensor","boolean","","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","","713da56818e55714ac441e10870b3753"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Brake.PadWear","sensor","uint8","","percent","","100","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","","b4ed36f8143d512fadaca3e641739ee2"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Brake.IsBrakesWorn","sensor","boolean","","","","","Brake pad wear status. True = Worn. False = Not Worn.","","","901771088eb35dec9e69b56a8cb3e8f5"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Tire","branch","","","","","","Tire signals for wheel.","","","17c60ec3c02054b4951c975156375d9a"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Tire.Pressure","sensor","uint16","","kPa","","","Tire pressure in kilo-Pascal.","","","9fa3f176fd975d28a68f70c7d72e370f"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Tire.IsPressureLow","sensor","boolean","","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","","4088315cfaa05c28b51c3d3462c65339"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Tire.Temperature","sensor","float","","celsius","","","Tire temperature in Celsius.","","","093d8fb119755f6bafa979e4eae201a0"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Speed","sensor","float","","km/h","","","Rotational speed of a vehicle's wheel.","","","47897f20b2745b6aa2d0f76f1ecf824a"
"Vehicle.Chassis.Axle.Row1.Wheel.Right","branch","","","","","","Wheel signals for axle","","","c7ae1f1787ec502d8aea41802dc9a203"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Brake","branch","","","","","","Brake signals for wheel","","","f334a45b92215f86b4ecadbd82c8b249"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Brake.FluidLevel","sensor","uint8","","percent","","100","Brake fluid level as percent. 0 = Empty. 100 = Full.","","","386bfddee4605e419d59755a51835650"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Brake.IsFluidLevelLow","sensor","boolean","","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","","bb2057bc31c25beda1da0610ca62bd51"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Brake.PadWear","sensor","uint8","","percent","","100","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","","f3c53c8c5628527a8501e12778dae6c7"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Brake.IsBrakesWorn","sensor","boolean","","","","","Brake pad wear status. True = Worn. False = Not Worn.","","","4c669b71c91e57dd8fd804ee68174b9c"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Tire","branch","","","","","","Tire signals for wheel.","","","660f90ae8f14594cb6e97d000c1985a1"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Tire.Pressure","sensor","uint16","","kPa","","","Tire pressure in kilo-Pascal.","","","ea8038b63e6650ffb1a20539e915064a"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Tire.IsPressureLow","sensor","boolean","","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","","93fa1125894e53259af5b7e1d991c8da"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Tire.Temperature","sensor","float","","celsius","","","Tire temperature in Celsius.","","","58d4cee188d353d7996e855d48bb92df"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Speed","sensor","float","","km/h","","","Rotational speed of a vehicle's wheel.","","","c288d064d56e53bfb94cef8670872587"
"Vehicle.Chassis.Axle.Row2","branch","","","","","","Axle signals","","","8ef77768446659b6b5020a06c7b23c8b"
"Vehicle.Chassis.Axle.Row2.WheelCount","attribute","uint8","","","","","Number of wheels on the axle","","","ac6fe103410153d382306426d14213ab"
"Vehicle.Chassis.Axle.Row2.WheelDiameter","attribute","float","","inch","","","Diameter of wheels (rims without tires), in inches, as per ETRTO / TRA standard.","","","af27b1d18a5455e593692a9929909bb9"
"Vehicle.Chassis.Axle.Row2.WheelWidth","attribute","float","","inch","","","Width of wheels (rims without tires), in inches, as per ETRTO / TRA standard.","","","889d279053c051979ebbe301bacac206"
"Vehicle.Chassis.Axle.Row2.TireDiameter","attribute","float","","inch","","","Outer diameter of tires, in inches, as per ETRTO / TRA standard.","","","4dc46ee7fe0a5240a6eb67f9bf43a1ea"
"Vehicle.Chassis.Axle.Row2.TireWidth","attribute","uint16","","mm","","","Nominal section width of tires, in mm, as per ETRTO / TRA standard.","","","76a9071697b25fb8ab42393dfb77f0ef"
"Vehicle.Chassis.Axle.Row2.TireAspectRatio","attribute","uint8","","percent","","","Aspect ratio between tire section height and tire section width, as per ETRTO / TRA standard.","","","9b4515273bf1554dab746212db05d352"
"Vehicle.Chassis.Axle.Row2.Wheel","branch","","","","","","Wheel signals for axle","","","87b119ed6de254159877b24047fd3026"
"Vehicle.Chassis.Axle.Row2.Wheel.Left","branch","","","","","","Wheel signals for axle","","","4c32a1c722a45ea09a52c389e8a8a618"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Brake","branch","","","","","","Brake signals for wheel","","","774d0a5771d35975872870cf71ea1487"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Brake.FluidLevel","sensor","uint8","","percent","","100","Brake fluid level as percent. 0 = Empty. 100 = Full.","","","4b0d4f80b8855973a55ffee80fdfc4ba"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Brake.IsFluidLevelLow","sensor","boolean","","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","","01f57161b0bf539fad1d2bfa9d9a9fc4"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Brake.PadWear","sensor","uint8","","percent","","100","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","","8eff72d583015e1e94eab98bf8f0497e"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Brake.IsBrakesWorn","sensor","boolean","","","","","Brake pad wear status. True = Worn. False = Not Worn.","","","3d9bae5bf0705de99789ecea26b99a5c"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Tire","branch","","","","","","Tire signals for wheel.","","","edfee87117dc5a6f9d970167f26ec090"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Tire.Pressure","sensor","uint16","","kPa","","","Tire pressure in kilo-Pascal.","","","ea414012c36e54fc84ec1d421f370ddd"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Tire.IsPressureLow","sensor","boolean","","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","","d895b1e23a4f59ec92735fc317e44769"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Tire.Temperature","sensor","float","","celsius","","","Tire temperature in Celsius.","","","06ab6b3fe7bb5f7c9e2e104ee0e7cfd5"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Speed","sensor","float","","km/h","","","Rotational speed of a vehicle's wheel.","","","427abdd04fc355769697d998a47d3f58"
"Vehicle.Chassis.Axle.Row2.Wheel.Right","branch","","","","","","Wheel signals for axle","","","f59f6ce66b1454498f5dc71be581732a"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Brake","branch","","","","","","Brake signals for wheel","","","5c33ec4bd8a15d3590f59e7257bf4d25"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Brake.FluidLevel","sensor","uint8","","percent","","100","Brake fluid level as percent. 0 = Empty. 100 = Full.","","","83e5e261302d5ab38c9ee4dddc18c8ae"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Brake.IsFluidLevelLow","sensor","boolean","","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","","727823c7e0d551f48f26a5dd4f0578bd"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Brake.PadWear","sensor","uint8","","percent","","100","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","","63a564bca18a5b1fabd7d3cff1af0e6d"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Brake.IsBrakesWorn","sensor","boolean","","","","","Brake pad wear status. True = Worn. False = Not Worn.","","","9b5963e98a9c5b229a61df76ef5c86e0"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Tire","branch","","","","","","Tire signals for wheel.","","","d855fe9ffb4e52be83ebfc7967c1c3ee"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Tire.Pressure","sensor","uint16","","kPa","","","Tire pressure in kilo-Pascal.","","","0cd3dd4be36c5fcda49d6360556ba7c8"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Tire.IsPressureLow","sensor","boolean","","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","","da2f63312a455d92abd5edc405f01903"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Tire.Temperature","sensor","float","","celsius","","","Tire temperature in Celsius.","","","7c08b5778bc05265bb8d4e08fdca29cf"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Speed","sensor","float","","km/h","","","Rotational speed of a vehicle's wheel.","","","85b41a82f4775fcea57dcc6218fb6d7b"
"Vehicle.Chassis.AxleCount","attribute","uint8","","","","","Number of axles on the vehicle","","","86d084c9148d5f22b5402a030413ed79"
"Vehicle.Chassis.ParkingBrake","branch","","","","","","Parking brake signals","","","3849d42292f4551590fa4bf716fc90f7"
"Vehicle.Chassis.ParkingBrake.IsEngaged","actuator","boolean","","","","","Parking brake status. True = Parking Brake is Engaged. False = Parking Brake is not Engaged.","","","faa7f94e6a5555c6b2d62e3328520ce0"
"Vehicle.Chassis.SteeringWheel","branch","","","","","","Steering wheel signals","","","8c759072791e5986ac4efe9df0c2b751"
"Vehicle.Chassis.SteeringWheel.Angle","sensor","int16","","degrees","","","Steering wheel angle. Positive = degrees to the left. Negative = degrees to the right.","","","92cd3b3d37585b2291806fe5127d9393"
"Vehicle.Chassis.SteeringWheel.Tilt","actuator","uint8","","percent","0","100","Steering wheel column tilt. 0 = Lowest position. 100 = Highest position.","","","33e979769f91521d8080384447d06c00"
"Vehicle.Chassis.SteeringWheel.Extension","actuator","uint8","","percent","0","100","Steering wheel column extension from dashboard. 0 = Closest to dashboard. 100 = Furthest from dashboard.","","","6a84cc3604fc5960a1fb384fe63fae72"
"Vehicle.Chassis.SteeringWheel.Position","attribute","string","","","","","Position of the steering wheel on the left or right side of the vehicle.","","['FRONT_LEFT', 'FRONT_RIGHT']","314d6eeeba195098b36ae7f476d27824"
"Vehicle.Chassis.Accelerator","branch","","","","","","Accelerator signals","","","3b2b562086a45eb29c55186f3b710621"
"Vehicle.Chassis.Accelerator.PedalPosition","sensor","uint8","","percent","0","100","Accelerator pedal position as percent. 0 = Not depressed. 100 = Fully depressed.","","","2fabd8b61db45f62b4e97e7a612b4a73"
"Vehicle.Chassis.Brake","branch","","","","","","Brake system signals","","","38df972e5c6b558e93839a5e97238c5a"
"Vehicle.Chassis.Brake.PedalPosition","sensor","uint8","","percent","0","100","Brake pedal position as percent. 0 = Not depressed. 100 = Fully depressed.","","","0477d3a4a831564ea473976cf34374f2"
"Vehicle.Chassis.Brake.IsDriverEmergencyBrakingDetected","sensor","boolean","","","","","Indicates if emergency braking initiated by driver is detected. True = Emergency braking detected. False = Emergency braking not detected.","Detection of emergency braking can trigger Emergency Brake Assist (EBA) to engage.","","0d462892aeac5062a62ee7d07306f6a6"
"Vehicle.OBD","branch","","","","","","OBD data.","","","7ad7c512ed5d52c8b31944d2d47a4bc3"
"Vehicle.OBD.PidsA","sensor","uint32","","","","","PID 00 - Bit array of the supported pids 01 to 20","","","ba1c1b9034955d2d97249c3b4516beef"
"Vehicle.OBD.Status","branch","","","","","","PID 01 - OBD status","","","474f58e593ee5bfebbb9c6ce4a453f96"
"Vehicle.OBD.Status.IsMILOn","sensor","boolean","","","","","Malfunction Indicator Light (MIL) False = Off, True = On","","","8744bcb275205630932320b66185502c"
"Vehicle.OBD.Status.DTCCount","sensor","uint8","","","","","Number of sensor Trouble Codes (DTC)","","","4afdf65e788c5f69baf682597e69fb67"
"Vehicle.OBD.Status.IgnitionType","sensor","string","","","","","Type of the ignition for ICE - spark = spark plug ignition, compression = self-igniting (Diesel engines)","","['SPARK', 'COMPRESSION']","7ffd71caac8e5bd18f93366afdfe534d"
"Vehicle.OBD.DTCList","sensor","string[]","","","","","List of currently active DTCs formatted according OBD II (SAE-J2012DA_201812) standard ([P|C|B|U]XXXXX )","","","eee1b64e69845d5ab5e793b74631f9dc"
"Vehicle.OBD.FreezeDTC","sensor","string","","","","","PID 02 - DTC that triggered the freeze frame","","","5b87fae8dda4522aae209ae528960782"
"Vehicle.OBD.FuelStatus","sensor","string","","","","","PID 03 - Fuel status","","","15fa2f3f667a5f5786eda5c83435ef16"
"Vehicle.OBD.EngineLoad","sensor","float","","percent","","","PID 04 - Engine load in percent - 0 = no load, 100 = full load","","","a8fda8a1b4c6534aa49c447bafc1c700"
"Vehicle.OBD.CoolantTemperature","sensor","float","","celsius","","","PID 05 - Coolant temperature","","","824892cdc72d5f92a38ef3136576edc8"
"Vehicle.OBD.ShortTermFuelTrim1","sensor","float","","percent","","","PID 06 - Short Term (immediate) Fuel Trim - Bank 1 - negative percent leaner, positive percent richer","","","569c983874335fb392d4e82a002654cb"
"Vehicle.OBD.LongTermFuelTrim1","sensor","float","","percent","","","PID 07 - Long Term (learned) Fuel Trim - Bank 1 - negative percent leaner, positive percent richer","","","1c203b11667150f0b4ee1be26a60c084"
"Vehicle.OBD.ShortTermFuelTrim2","sensor","float","","percent","","","PID 08 - Short Term (immediate) Fuel Trim - Bank 2 - negative percent leaner, positive percent richer","","","53a39620773a523a8182169027169ec2"
"Vehicle.OBD.LongTermFuelTrim2","sensor","float","","percent","","","PID 09 - Long Term (learned) Fuel Trim - Bank 2 - negative percent leaner, positive percent richer","","","b02aff2efce05632b5694a256e5b9ec7"
"Vehicle.OBD.FuelPressure","sensor","float","","kPa","","","PID 0A - Fuel pressure","","","34e6b0689f025d7b9bfa1fc49bb30c0f"
"Vehicle.OBD.MAP","sensor","float","","kPa","","","PID 0B - Intake manifold pressure","","","335991b1b53f56f097fea7b05d4db83b"
"Vehicle.OBD.EngineSpeed","sensor","float","","rpm","","","PID 0C - Engine speed measured as rotations per minute","","","b682eea93b3e5874ab3b52e95a1fad37"
"Vehicle.OBD.Speed","sensor","float","","km/h","","","PID 0D - Vehicle speed","","","91ed0bb43eb054759813cd784b071764"
"Vehicle.OBD.TimingAdvance","sensor","float","","degrees","","","PID 0E - Time advance","","","35533b7e327d5f839b17c932b630767c"
"Vehicle.OBD.IntakeTemp","sensor","float","","celsius","","","PID 0F - Intake temperature","","","7c108305178b5854b430a23e125588bd"
"Vehicle.OBD.MAF","sensor","float","","g/s","","","PID 10 - Grams of air drawn into engine per second","","","f3acdf89fb865313883d5d3126f15518"
"Vehicle.OBD.ThrottlePosition","sensor","float","","percent","","","PID 11 - Throttle position - 0 = closed throttle, 100 = open throttle","","","ec1d372020205bb4a846a014b33801e1"
"Vehicle.OBD.AirStatus","sensor","string","","","","","PID 12 - Secondary air status","","","548f65bf59ed505a86dfaa1c33342e4d"
"Vehicle.OBD.OxygenSensorsIn2Banks","sensor","uint8","","","","","PID 13 - Presence of oxygen sensors in 2 banks. [A0..A3] == Bank 1, Sensors 1-4. [A4..A7] == Bank 2, Sensors 1-4","","","0a9ba3f0a9b256d78bafd62ee8ce73cd"
"Vehicle.OBD.O2","branch","","","","","","Oxygen sensors (PID 14 - PID 1B)","","","31f007df72af50f0925d2b4647682a4d"
"Vehicle.OBD.O2.Sensor1","branch","","","","","","Oxygen sensors (PID 14 - PID 1B)","","","3aa8859203d4545083196a9690d72627"
"Vehicle.OBD.O2.Sensor1.Voltage","sensor","float","","V","","","PID 1x (byte A) - Sensor voltage","","","e95f4ea667265ee3a68ab57b86ecbf66"
"Vehicle.OBD.O2.Sensor1.ShortTermFuelTrim","sensor","float","","percent","","","PID 1x (byte B) - Short term fuel trim","","","ee366d40132456c0bce8cac3a837f16a"
"Vehicle.OBD.O2.Sensor2","branch","","","","","","Oxygen sensors (PID 14 - PID 1B)","","","efcb337cf94056c8a724e76bcfee6765"
"Vehicle.OBD.O2.Sensor2.Voltage","sensor","float","","V","","","PID 1x (byte A) - Sensor voltage","","","5f1781bde96b53ce9b810a5a56b7c8ed"
"Vehicle.OBD.O2.Sensor2.ShortTermFuelTrim","sensor","float","","percent","","","PID 1x (byte B) - Short term fuel trim","","","92e6e172777457a9866ca045d0d79853"
"Vehicle.OBD.O2.Sensor3","branch","","","","","","Oxygen sensors (PID 14 - PID 1B)","","","b8c145402b7a5cffaa2699ed61b056fa"
"Vehicle.OBD.O2.Sensor3.Voltage","sensor","float","","V","","","PID 1x (byte A) - Sensor voltage","","","a86a1986f0fe5d25b6c438a00438ff60"
