"Signal","Type","DataType","Deprecated","Complex","Unit","Min","Max","Desc","Enum","Id"
"Vehicle.Cabin.Seat.Row4.Pos5.IsBelted","sensor","boolean","","false","","","","Is the belt engaged.","","7fe5dacda6935f25b83d1e268138249a"
"Vehicle.Cabin.Seat.Row4.Pos5.Heating","actuator","int8","","false","percent","-100","100","Seat cooling / heating. 0 = off. -100 = max cold. +100 = max heat.","","9b7821d801385a60acc226bec9bcee9a"
"Vehicle.Cabin.Seat.Row4.Pos5.Massage","actuator","uint8","","false","percent","0","100","Seat massage level. 0 = off. 100 = max massage.","","060c88168c955bccb13aeaf50e19ffdb"
"Vehicle.Cabin.Seat.Row4.Pos5.Recline","actuator","int8","","false","degrees","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline.","","b867b5d87e1950998afeee8e2c6ebe20"
"Vehicle.Cabin.Seat.Row4.Pos5.Position","actuator","uint16","","false","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost.","","573a386f90885e2d92cc7c97e72511f4"
"Vehicle.Cabin.Seat.Row4.Pos5.Height","actuator","uint16","","false","mm","0","1000","Seat vertical position. 0 = Lowermost. 1000 = Uppermost.","","5b2bbb3d37185ae0973b08b3b54156bf"
"Vehicle.Cabin.Seat.Row4.Pos5.Cushion","branch","","","false","","","","Cushion (leg support) signals.","","bca5915bf1e05499be697084c94456ff"
"Vehicle.Cabin.Seat.Row4.Pos5.Cushion.Height","actuator","uint16","","false","mm","0","500","Height of the seat cushion (leg support), relative to seat. 0 = Lowermost. 500 = Uppermost.","","8620b49b7a2656a1b802b749f959eb94"
"Vehicle.Cabin.Seat.Row4.Pos5.Cushion.Length","actuator","uint16","","false","mm","0","500","Forward length of cushion (leg support), relative to seat. 0 = Rearmost. 500 = Forwardmost.","","bbcbcaf340fe58969f4b06856a7e0898"
"Vehicle.Cabin.Seat.Row4.Pos5.Lumbar","branch","","","false","","","","Lumbar signals","","17bc6d7c938a52f8a13e33dccf9d7b40"
"Vehicle.Cabin.Seat.Row4.Pos5.Lumbar.Inflation","actuator","uint8","","false","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","94aba5edb15e5341a2b66c48cf0653a0"
"Vehicle.Cabin.Seat.Row4.Pos5.Lumbar.Height","actuator","uint8","","false","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","a7d3d00239da58aa8cd7a756bb6a486c"
"Vehicle.Cabin.Seat.Row4.Pos5.SideBolster","branch","","","false","","","","Side bolster settings","","64e3b2d43be2550ab225fbb9321706ce"
"Vehicle.Cabin.Seat.Row4.Pos5.SideBolster.Inflation","actuator","uint8","","false","","0","255","Side bolster support inflation. 0 = Fully deflated. 255 = Fully inflated.","","39f7227e1a645d188626e9c4dbc1c87e"
"Vehicle.Cabin.Seat.Row4.Pos5.HeadRestraint","branch","","","false","","","","Head restraint settings","","d2e23499aa375b5188d720d6343bf606"
"Vehicle.Cabin.Seat.Row4.Pos5.HeadRestraint.Height","actuator","uint8","","false","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Uppermost.","","96bce1dac8895b7cb35a853a07001faf"
"Vehicle.Cabin.Seat.Row4.Pos5.Airbag","branch","","","false","","","","Airbag signals","","8d3740590402509582ac2df0267797ca"
"Vehicle.Cabin.Seat.Row4.Pos5.Airbag.IsDeployed","sensor","boolean","","false","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.","","8bcb8800307c501da59bae1d46c56ade"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch","branch","","","false","","","","Seat switch signals","","e9f2ff4dca2554d9bdfaf33e63d866a6"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.Warmer","actuator","boolean","","false","","","","Warmer switch for Seat heater (SingleSeat.Heating)","","4b4f801f348b5f749b45a99fd4df9ddf"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.Cooler","actuator","boolean","","false","","","","Cooler switch for Seat heater (SingleSeat.Heating)","","7b02caf363db5b749770511d019a4b75"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.Forward","actuator","boolean","","false","","","","Seat forward switch engaged (SingleSeat.Position)","","ec22ed9cb7c8589182f27d7ae683e49a"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.Backward","actuator","boolean","","false","","","","Seat backward switch engaged (SingleSeat.Position)","","ce46f11ab46659b1b747d5bf940159d2"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.Up","actuator","boolean","","false","","","","Seat up switch engaged (SingleSeat.Height)","","a30f9d2416c95c91ac5852d438785e27"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.Down","actuator","boolean","","false","","","","Seat down switch engaged (SingleSeat.Height)","","54dc590307b35e9bb98b0197b597d681"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.HeadRestraint","branch","","","false","","","","Switches for SingleSeat.HeadRestraint.Height","","6d949f20e3ab53428baf8ca13fe0161f"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.HeadRestraint.Up","actuator","boolean","","false","","","","Head restraint up switch engaged (SingleSeat.HeadRestraint.Height)","","f9325a21797b5c91851f7d11bbcf413e"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.HeadRestraint.Down","actuator","boolean","","false","","","","Head restraint down switch engaged (SingleSeat.HeadRestraint.Height)","","01c0047065df56e3a4b1cce03d1c65c0"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.Massage","branch","","","false","","","","Switches for SingleSeat.Massage","","021c7125477b5f028113085f7fc2e047"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.Massage.Increase","actuator","boolean","","false","","","","Increase massage level switch engaged (SingleSeat.Massage)","","cf743bdc3b9056a8984594eda1b92713"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.Massage.Decrease","actuator","boolean","","false","","","","Decrease massage level switch engaged (SingleSeat.Massage)","","7fb4869be6905af2a13d0e31a352b93a"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.Recline","branch","","","false","","","","Switches for SingleSeat.Recline","","5cd4e01baba05416849e01430814b308"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.Recline.Backward","actuator","boolean","","false","","","","Seatback recline backward switch engaged (SingleSeat.Recline)","","ae647e32597e5b7f801fef66d4da6c75"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.Recline.Forward","actuator","boolean","","false","","","","Seatback recline forward switch engaged (SingleSeat.Recline)","","15dc6ad4c64657129623abbe3483d3f5"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.Cushion","branch","","","false","","","","Switches for SingleSeat.Cushion","","662e791e2aad5ea8b58acaee8e7e7986"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.Cushion.Up","actuator","boolean","","false","","","","Seat cushion up switch engaged (SingleSeat.Cushion.Height)","","58724af988135202a35ab3e9b57bfba4"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.Cushion.Down","actuator","boolean","","false","","","","Seat cushion down switch engaged (SingleSeat.Cushion.Height)","","eb272b8294825399b3a0c02f6b5d9cf8"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.Cushion.Forward","actuator","boolean","","false","","","","Seat cushion forward/lengthen switch engaged (SingleSeat.Cushion.Length)","","d4a62201d29557fc8f5f1f7192fa38c3"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.Cushion.Backward","actuator","boolean","","false","","","","Seat cushion backward/shorten switch engaged (SingleSeat.Cushion.Length)","","cf10c7ff875f52038c41e52bf8a762d3"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.Lumbar","branch","","","false","","","","Switches for SingleSeat.Lumbar","","ae8c6f1c22755a8bb179defe39acddb8"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.Lumbar.Up","actuator","boolean","","false","","","","Lumbar up switch engaged (SingleSeat.Lumbar.Height)","","9e835e91089a595786b5112e16cf402e"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.Lumbar.Down","actuator","boolean","","false","","","","Lumbar down switch engaged (SingleSeat.Lumbar.Height)","","20424f7bb2ad5e65b755c52da111801a"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.Lumbar.Inflate","actuator","boolean","","false","","","","Lumbar inflation switch engaged (SingleSeat.Lumbar.Inflation)","","4989f93f5158517898ee1ed4e7f06e2f"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.Lumbar.Deflate","actuator","boolean","","false","","","","Lumbar deflation switch engaged (SingleSeat.Lumbar.Inflation)","","37f321034d9d5364be542879d73e9c43"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.SideBolster","branch","","","false","","","","Switches for SingleSeat.SideBolster","","1a9d36b3a09c50858f35ed246e007c41"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.SideBolster.Inflate","actuator","boolean","","false","","","","Side bolster inflation switch engaged (SingleSeat.SideBolster.Inflation)","","2b77392f4f065f488e3351b03a5a003a"
"Vehicle.Cabin.Seat.Row4.Pos5.Switch.SideBolster.Deflate","actuator","boolean","","false","","","","Side bolster deflation switch engaged (SingleSeat.SideBolster.Inflation)","","d8588aa2c3a155e5a1fc0e79ac3d0eba"
"Vehicle.Cabin.DriverPosition","attribute","uint8","","false","","","","The position of the driver seat in row 1. (1-5)","","bca9ccd50358584d8d20865694b0d15f"
"Vehicle.Cabin.SeatRowCount","attribute","uint8","","false","","","","Number of seat rows in vehicle","","1002a7a4a954581b9cbc72fa438c5292"
"Vehicle.Cabin.SeatPosCount","attribute","uint8[]","","false","","","","Number of seats across each row from the front to the rear","","8dd40ecd47ab51c79ed9c74ae4296d7e"
"Vehicle.Cabin.Convertible","branch","","","false","","","","Convertible roof","","2aece85d39d6569e93cf842387a645d9"
"Vehicle.Cabin.Convertible.Status","sensor","string","","false","","","","Roof status on convertible vehicles","['undefined', 'closed', 'open', 'closing', 'opening', 'stalled']","c8812698198a56d7a1adcc8bbe87845f"
"Vehicle.ADAS","branch","","","false","","","","All Advanced Driver Assist Systems data.","","14c2b2e1297b513197d320a5ce58f42e"
"Vehicle.ADAS.CruiseControl","branch","","","false","","","","Signals from Cruise Control system","","c4d751cf74f9576dbba3cc820991c1fb"
"Vehicle.ADAS.CruiseControl.IsActive","actuator","boolean","","false","","","","Indicates if cruise control system is enabled. True = Enabled. False = Disabled.","","78ab5ce923dc5aa1a6622bcb948e1561"
"Vehicle.ADAS.CruiseControl.SpeedSet","actuator","float","","false","km/h","","","Set cruise control speed in kilometers per hour","","b3f3a53ccd825e4da5cb1226f94dc005"
"Vehicle.ADAS.CruiseControl.Error","sensor","boolean","","false","","","","Indicates if cruise control system incurred and error condition. True = Error. False = NoError.","","586d4d35a28956c794c7d56a9cedf544"
"Vehicle.ADAS.LaneDepartureDetection","branch","","","false","","","","Signals from Land Departure Detection System","","e45f33fdcf245f11981b2f201ee8281a"
"Vehicle.ADAS.LaneDepartureDetection.IsActive","actuator","boolean","","false","","","","Indicates if lane departure detection system is enabled. True = Enabled. False = Disabled.","","ba683882dbea575b9540118aa914acd8"
"Vehicle.ADAS.LaneDepartureDetection.Warning","sensor","boolean","","false","","","","Indicates if lane departure detection registered a lane departure","","06ba0445af5258d8a9c953979afb7c05"
"Vehicle.ADAS.LaneDepartureDetection.Error","sensor","boolean","","false","","","","Indicates if lane departure system incurred an error condition. True = Error. False = No Error.","","92e47dedb3d354779352d83ba3de96be"
"Vehicle.ADAS.ObstacleDetection","branch","","","false","","","","Signals form Obstacle Sensor System","","e7b6d81631cc5ac584d027d4c1a66cb5"
"Vehicle.ADAS.ObstacleDetection.IsActive","actuator","boolean","","false","","","","Indicates if obstacle sensor system is enabled. True = Enabled. False = Disabled.","","7262cd48bdad59f3a0d93d9cb592d4f8"
"Vehicle.ADAS.ObstacleDetection.Error","sensor","boolean","","false","","","","Indicates if obstacle sensor system incurred an error condition. True = Error. False = No Error.","","2a68c1f1f290510097b6aac71a23f305"
"Vehicle.ADAS.ABS","branch","","","false","","","","Antilock Braking System signals","","219270ef27c4531f874bbda63743b330"
"Vehicle.ADAS.ABS.IsActive","actuator","boolean","","false","","","","Indicates if ABS is enabled. True = Enabled. False = Disabled.","","433b7039199357178688197d6e264725"
"Vehicle.ADAS.ABS.Error","sensor","boolean","","false","","","","Indicates if ABS incurred an error condition. True = Error. False = No Error.","","cd2b0e86aa1f5021a9bb7f6bda1cbe0f"
"Vehicle.ADAS.ABS.IsEngaged","sensor","boolean","","false","","","","Indicates if ABS is currently regulating brake pressure. True = Engaged. False = Not Engaged.","","6dd21979a2225e31940dc2ece1aa9a04"
"Vehicle.ADAS.TCS","branch","","","false","","","","Traction Control System signals","","0572e9f6b1aa5fb5b2f68086aff05073"
"Vehicle.ADAS.TCS.IsActive","actuator","boolean","","false","","","","Indicates if TCS is enabled. True = Enabled. False = Disabled.","","6789de7a67515e7f9bcdd18623954074"
"Vehicle.ADAS.TCS.Error","sensor","boolean","","false","","","","Indicates if TCS incurred an error condition. True = Error. False = No Error.","","44910b2e5ce75a768d79a01ee3d0723f"
"Vehicle.ADAS.TCS.IsEngaged","sensor","boolean","","false","","","","Indicates if TCS is currently regulating traction. True = Engaged. False = Not Engaged.","","b33d70009ad5589fbffe17fa7e827242"
"Vehicle.ADAS.ESC","branch","","","false","","","","Electronic Stability Control System signals","","636b4586ce7854b4b270a2f3b6c0af4f"
"Vehicle.ADAS.ESC.IsActive","actuator","boolean","","false","","","","Indicates if ECS is enabled. True = Enabled. False = Disabled.","","70b769baed285c3897979639d13bafd3"
"Vehicle.ADAS.ESC.Error","sensor","boolean","","false","","","","Indicates if ESC incurred an error condition. True = Error. False = No Error.","","c3852de5d6305918b8de1fb11a1a5da5"
"Vehicle.ADAS.ESC.IsEngaged","sensor","boolean","","false","","","","Indicates if ESC is currently regulating vehicle stability. True = Engaged. False = Not Engaged.","","2088953a28385353a9d46b3a3dc11cac"
"Vehicle.Chassis","branch","","","false","","","","All data concerning steering, suspension, wheels, and brakes.","","87d260d635425da0a4ebd62bc4e5c313"
"Vehicle.Chassis.CurbWeight","attribute","uint16","V2.1 moved to Vehicle.CurbWeight","false","kg","","","Vehicle curb weight, in kg, including all liquids and full tank of fuel, but no cargo or passengers.","","ffe3fe9067b15475bb02865ba51cc972"
"Vehicle.Chassis.GrossWeight","attribute","uint16","V2.1 moved to Vehicle.GrossWeight","false","kg","","","Curb weight of vehicle, including all liquids and full tank of fuel and full load of cargo and passengers.","","1488a8a670535ea2b3ce2ec5b7016175"
"Vehicle.Chassis.TowWeight","attribute","uint16","V2.1 moved to Vehicle.TowWeight","false","kg","","","Maximum weight, in kilos, of trailer.","","ff8fc44fac735c278bf18291790cc9db"
"Vehicle.Chassis.Length","attribute","uint16","V2.1 moved to Vehicle.Length","false","mm","","","Overall vehicle length, in mm.","","ace9409dc191589faf79edd42a3218d3"
"Vehicle.Chassis.Height","attribute","uint16","V2.1 moved to Vehicle.Height","false","mm","","","Overall vehicle height, in mm.","","63e6660d8f635f4db977c23ee411f0cc"
"Vehicle.Chassis.Width","attribute","uint16","V2.1 moved to Vehicle.Width","false","mm","","","Overall vehicle width, in mm.","","abd0c2786e275dc1b9669dd337ba6c65"
"Vehicle.Chassis.Wheelbase","attribute","uint16","","false","mm","","","Overall wheel base, in mm.","","11677e0433935dc7aa9c1806c96a8a6b"
"Vehicle.Chassis.Track","attribute","uint16","","false","mm","","","Overall wheel tracking, in mm.","","f66cc4e6d7cf5e1da0d58af902dbb36b"
"Vehicle.Chassis.Axle","branch","","","false","","","","Axle signals","","0a3ebde7efa85c04ac6c29b5676fec5d"
"Vehicle.Chassis.Axle.Row1","branch","","","false","","","","Axle signals","","d7e93a94af0752aaab36819f6be4f67a"
"Vehicle.Chassis.Axle.Row1.WheelCount","attribute","uint8","","false","","","","Number of wheels on the axle","","7232effafb7d5c908a9bafe1cef2ff3e"
"Vehicle.Chassis.Axle.Row1.WheelDiameter","attribute","float","","false","inch","","","Diameter of wheels (rims without tires), in inches, as per ETRTO / TRA standard.","","60d4b948ae8a5485bd77c45e1f648c13"
"Vehicle.Chassis.Axle.Row1.WheelWidth","attribute","float","","false","inch","","","Width of wheels (rims without tires), in inches, as per ETRTO / TRA standard.","","5b92bdab1e035ff4ba000330e20f826b"
"Vehicle.Chassis.Axle.Row1.TireDiameter","attribute","float","","false","inch","","","Outer diameter of tires, in inches, as per ETRTO / TRA standard.","","ed9f037c1b5d53c78c90b71179db1f4f"
"Vehicle.Chassis.Axle.Row1.TireWidth","attribute","uint16","","false","mm","","","Nominal section width of tires, in mm, as per ETRTO / TRA standard.","","3444d8773c215cd7a076d688eb7f1afc"
"Vehicle.Chassis.Axle.Row1.TireAspectRatio","attribute","uint8","","false","percent","","","Aspect ratio between tire section height and tire section width, as per ETRTO / TRA standard.","","716fec24167e5c36b2b97daaf091f911"
"Vehicle.Chassis.Axle.Row1.Wheel","branch","","","false","","","","Wheel signals for axle","","8ed02c02eee0502ba6d94a5d5f1fb789"
"Vehicle.Chassis.Axle.Row1.Wheel.Left","branch","","","false","","","","Wheel signals for axle","","0cd478c6e72b55c6be6d3d9df9624545"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Brake","branch","","","false","","","","Brake signals for wheel","","162dab13d5815ec4bc22888b0bc59cbf"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Brake.FluidLevel","sensor","uint8","","false","percent","","","Brake fluid level as percent. 0 = Empty. 100 = Full.","","63aa9c4973ef50b18bd7214c9f2634c5"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Brake.FluidLevelLow","sensor","boolean","","false","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","53a75af3ab945f3f8546a84136369ec1"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Brake.PadWear","sensor","uint8","","false","","","","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","b4ed36f8143d512fadaca3e641739ee2"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Brake.BrakesWorn","sensor","boolean","","false","","","","Brake pad wear status. True = Worn. False = Not Worn.","","2f7c8029bfe759748592ef5e729cc845"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Tire","branch","","","false","","","","Tire signals for wheel","","17c60ec3c02054b4951c975156375d9a"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Tire.Pressure","sensor","uint16","","false","kPa","","","Tire pressure in kilo-Pascal","","9fa3f176fd975d28a68f70c7d72e370f"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Tire.PressureLow","sensor","boolean","","false","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","82de2a68098455eba786f8ed2d7468c0"
"Vehicle.Chassis.Axle.Row1.Wheel.Left.Tire.Temperature","sensor","float","","false","celsius","","","Tire temperature in Celsius.","","093d8fb119755f6bafa979e4eae201a0"
"Vehicle.Chassis.Axle.Row1.Wheel.Right","branch","","","false","","","","Wheel signals for axle","","c7ae1f1787ec502d8aea41802dc9a203"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Brake","branch","","","false","","","","Brake signals for wheel","","f334a45b92215f86b4ecadbd82c8b249"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Brake.FluidLevel","sensor","uint8","","false","percent","","","Brake fluid level as percent. 0 = Empty. 100 = Full.","","386bfddee4605e419d59755a51835650"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Brake.FluidLevelLow","sensor","boolean","","false","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","0311e746d19358c8a3236cefeca84ef1"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Brake.PadWear","sensor","uint8","","false","","","","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","f3c53c8c5628527a8501e12778dae6c7"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Brake.BrakesWorn","sensor","boolean","","false","","","","Brake pad wear status. True = Worn. False = Not Worn.","","1a55f7262b565bf4a5181a55c19d204d"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Tire","branch","","","false","","","","Tire signals for wheel","","660f90ae8f14594cb6e97d000c1985a1"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Tire.Pressure","sensor","uint16","","false","kPa","","","Tire pressure in kilo-Pascal","","ea8038b63e6650ffb1a20539e915064a"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Tire.PressureLow","sensor","boolean","","false","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","1634d42e20bc5cb4b3d6d4735821d477"
"Vehicle.Chassis.Axle.Row1.Wheel.Right.Tire.Temperature","sensor","float","","false","celsius","","","Tire temperature in Celsius.","","58d4cee188d353d7996e855d48bb92df"
"Vehicle.Chassis.Axle.Row2","branch","","","false","","","","Axle signals","","8ef77768446659b6b5020a06c7b23c8b"
"Vehicle.Chassis.Axle.Row2.WheelCount","attribute","uint8","","false","","","","Number of wheels on the axle","","ac6fe103410153d382306426d14213ab"
"Vehicle.Chassis.Axle.Row2.WheelDiameter","attribute","float","","false","inch","","","Diameter of wheels (rims without tires), in inches, as per ETRTO / TRA standard.","","af27b1d18a5455e593692a9929909bb9"
"Vehicle.Chassis.Axle.Row2.WheelWidth","attribute","float","","false","inch","","","Width of wheels (rims without tires), in inches, as per ETRTO / TRA standard.","","889d279053c051979ebbe301bacac206"
"Vehicle.Chassis.Axle.Row2.TireDiameter","attribute","float","","false","inch","","","Outer diameter of tires, in inches, as per ETRTO / TRA standard.","","4dc46ee7fe0a5240a6eb67f9bf43a1ea"
"Vehicle.Chassis.Axle.Row2.TireWidth","attribute","uint16","","false","mm","","","Nominal section width of tires, in mm, as per ETRTO / TRA standard.","","76a9071697b25fb8ab42393dfb77f0ef"
"Vehicle.Chassis.Axle.Row2.TireAspectRatio","attribute","uint8","","false","percent","","","Aspect ratio between tire section height and tire section width, as per ETRTO / TRA standard.","","9b4515273bf1554dab746212db05d352"
"Vehicle.Chassis.Axle.Row2.Wheel","branch","","","false","","","","Wheel signals for axle","","87b119ed6de254159877b24047fd3026"
"Vehicle.Chassis.Axle.Row2.Wheel.Left","branch","","","false","","","","Wheel signals for axle","","4c32a1c722a45ea09a52c389e8a8a618"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Brake","branch","","","false","","","","Brake signals for wheel","","774d0a5771d35975872870cf71ea1487"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Brake.FluidLevel","sensor","uint8","","false","percent","","","Brake fluid level as percent. 0 = Empty. 100 = Full.","","4b0d4f80b8855973a55ffee80fdfc4ba"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Brake.FluidLevelLow","sensor","boolean","","false","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","68e832cbce705af0bf0d6e0f9ba7acac"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Brake.PadWear","sensor","uint8","","false","","","","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","8eff72d583015e1e94eab98bf8f0497e"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Brake.BrakesWorn","sensor","boolean","","false","","","","Brake pad wear status. True = Worn. False = Not Worn.","","ccae6b64f123544fa6982d224d987852"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Tire","branch","","","false","","","","Tire signals for wheel","","edfee87117dc5a6f9d970167f26ec090"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Tire.Pressure","sensor","uint16","","false","kPa","","","Tire pressure in kilo-Pascal","","ea414012c36e54fc84ec1d421f370ddd"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Tire.PressureLow","sensor","boolean","","false","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","24bc9ee216275e4d8c7f388853e80975"
"Vehicle.Chassis.Axle.Row2.Wheel.Left.Tire.Temperature","sensor","float","","false","celsius","","","Tire temperature in Celsius.","","06ab6b3fe7bb5f7c9e2e104ee0e7cfd5"
"Vehicle.Chassis.Axle.Row2.Wheel.Right","branch","","","false","","","","Wheel signals for axle","","f59f6ce66b1454498f5dc71be581732a"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Brake","branch","","","false","","","","Brake signals for wheel","","5c33ec4bd8a15d3590f59e7257bf4d25"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Brake.FluidLevel","sensor","uint8","","false","percent","","","Brake fluid level as percent. 0 = Empty. 100 = Full.","","83e5e261302d5ab38c9ee4dddc18c8ae"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Brake.FluidLevelLow","sensor","boolean","","false","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","c8660a7144055afa8ffc1ffb092ce6cc"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Brake.PadWear","sensor","uint8","","false","","","","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","63a564bca18a5b1fabd7d3cff1af0e6d"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Brake.BrakesWorn","sensor","boolean","","false","","","","Brake pad wear status. True = Worn. False = Not Worn.","","4f1e06c6edbd57e6b0d55e413481633f"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Tire","branch","","","false","","","","Tire signals for wheel","","d855fe9ffb4e52be83ebfc7967c1c3ee"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Tire.Pressure","sensor","uint16","","false","kPa","","","Tire pressure in kilo-Pascal","","0cd3dd4be36c5fcda49d6360556ba7c8"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Tire.PressureLow","sensor","boolean","","false","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","86bfb761f970543399f4232ca0915a70"
"Vehicle.Chassis.Axle.Row2.Wheel.Right.Tire.Temperature","sensor","float","","false","celsius","","","Tire temperature in Celsius.","","7c08b5778bc05265bb8d4e08fdca29cf"
"Vehicle.Chassis.AxleCount","attribute","uint8","","false","","","","Number of axles on the vehicle","","86d084c9148d5f22b5402a030413ed79"
"Vehicle.Chassis.ParkingBrake","branch","","","false","","","","Parking brake signals","","3849d42292f4551590fa4bf716fc90f7"
"Vehicle.Chassis.ParkingBrake.IsEngaged","actuator","boolean","","false","","","","Parking brake status. True = Parking Brake is Engaged. False = Parking Brake is not Engaged.","","faa7f94e6a5555c6b2d62e3328520ce0"
"Vehicle.Chassis.SteeringWheel","branch","","","false","","","","Steering wheel signals","","8c759072791e5986ac4efe9df0c2b751"
"Vehicle.Chassis.SteeringWheel.Angle","sensor","int16","","false","degrees","","","Steering wheel angle. Positive = degrees to the left. Negative = degrees to the right.","","92cd3b3d37585b2291806fe5127d9393"
"Vehicle.Chassis.SteeringWheel.Tilt","actuator","uint8","","false","percent","0","100","Steering wheel column tilt. 0 = Lowest position. 100 = Highest position.","","33e979769f91521d8080384447d06c00"
"Vehicle.Chassis.SteeringWheel.Extension","actuator","uint8","","false","percent","0","100","Steering wheel column extension from dashboard. 0 = Closest to dashboard. 100 = Furthest from dashboard.","","6a84cc3604fc5960a1fb384fe63fae72"
"Vehicle.Chassis.SteeringWheel.Position","attribute","string","","false","","","","Position of the steering wheel on the left or right side of the vehicle.","['front_left', 'front_right']","314d6eeeba195098b36ae7f476d27824"
"Vehicle.Chassis.Accelerator","branch","","","false","","","","Accelerator signals","","3b2b562086a45eb29c55186f3b710621"
"Vehicle.Chassis.Accelerator.PedalPosition","sensor","uint8","","false","percent","0","100","Accelerator pedal position as percent. 0 = Not depressed. 100 = Fully depressed.","","2fabd8b61db45f62b4e97e7a612b4a73"
"Vehicle.Chassis.Brake","branch","","","false","","","","Brake system signals","","38df972e5c6b558e93839a5e97238c5a"
"Vehicle.Chassis.Brake.PedalPosition","sensor","uint8","","false","percent","0","100","Brake pedal position as percent. 0 = Not depressed. 100 = Fully depressed.","","0477d3a4a831564ea473976cf34374f2"
